Rep,Threshold,TP,TN,FP,FN
CLUSTERS_8_REP_15,0.033000,3800,569114,18,820648
CLUSTERS_8_REP_15,0.034000,3604,569114,18,820844
CLUSTERS_8_REP_15,0.035000,4126,569100,32,820322
CLUSTERS_8_REP_15,0.036000,5096,569100,32,819352
CLUSTERS_8_REP_15,0.037000,5606,569116,16,818842
CLUSTERS_8_REP_15,0.038000,6428,569114,18,818020
CLUSTERS_8_REP_15,0.039000,7298,569106,26,817150
CLUSTERS_8_REP_15,0.040000,7330,569112,20,817118
CLUSTERS_8_REP_15,0.041000,7746,569112,20,816702
CLUSTERS_8_REP_15,0.042000,9040,569104,28,815408
CLUSTERS_8_REP_15,0.043000,10380,569092,40,814068
CLUSTERS_8_REP_15,0.044000,10922,569096,36,813526
CLUSTERS_8_REP_15,0.045000,10654,569080,52,813794
CLUSTERS_8_REP_15,0.046000,11584,569070,62,812864
CLUSTERS_8_REP_15,0.047000,12768,569070,62,811680
CLUSTERS_8_REP_15,0.048000,14346,569048,84,810102
CLUSTERS_8_REP_15,0.049000,14380,569054,78,810068
CLUSTERS_8_REP_15,0.050000,15282,569046,86,809166
CLUSTERS_8_REP_15,0.051000,16402,569038,94,808046
CLUSTERS_8_REP_15,0.052000,18718,569044,88,805730
CLUSTERS_8_REP_15,0.053000,21286,569004,128,803162
CLUSTERS_8_REP_15,0.054000,23532,569014,118,800916
CLUSTERS_8_REP_15,0.055000,25354,569014,118,799094
CLUSTERS_8_REP_15,0.056000,26404,568896,236,798044
CLUSTERS_8_REP_15,0.057000,25264,568896,236,799184
CLUSTERS_8_REP_15,0.058000,25318,568896,236,799130
CLUSTERS_8_REP_15,0.059000,27856,568922,210,796592
CLUSTERS_8_REP_15,0.060000,29958,568922,210,794490
CLUSTERS_8_REP_15,0.061000,30828,569002,130,793620
CLUSTERS_8_REP_15,0.062000,32048,569014,118,792400
CLUSTERS_8_REP_15,0.063000,32928,569034,98,791520
CLUSTERS_8_REP_15,0.064000,40368,569034,98,784080
CLUSTERS_8_REP_15,0.065000,45250,568942,190,779198
CLUSTERS_8_REP_15,0.066000,52014,568942,190,772434
CLUSTERS_8_REP_15,0.067000,51400,568922,210,773048
CLUSTERS_8_REP_15,0.068000,51004,568962,170,773444
CLUSTERS_8_REP_15,0.069000,52714,568938,194,771734
CLUSTERS_8_REP_15,0.070000,53536,568938,194,770912
CLUSTERS_8_REP_15,0.071000,56170,568938,194,768278
CLUSTERS_8_REP_15,0.072000,57214,568938,194,767234
CLUSTERS_8_REP_15,0.073000,61394,568938,194,763054
CLUSTERS_8_REP_15,0.074000,65634,568938,194,758814
CLUSTERS_8_REP_15,0.075000,65382,568932,200,759066
CLUSTERS_8_REP_15,0.076000,67114,568906,226,757334
CLUSTERS_8_REP_15,0.077000,66624,568936,196,757824
CLUSTERS_8_REP_15,0.078000,67610,569008,124,756838
CLUSTERS_8_REP_15,0.079000,67778,569008,124,756670
CLUSTERS_8_REP_15,0.080000,69290,569008,124,755158
CLUSTERS_8_REP_15,0.081000,70172,569024,108,754276
CLUSTERS_8_REP_15,0.082000,77418,569024,108,747030
CLUSTERS_8_REP_15,0.083000,80952,569024,108,743496
CLUSTERS_8_REP_15,0.084000,81460,568960,172,742988
CLUSTERS_8_REP_15,0.085000,83754,568930,202,740694
CLUSTERS_8_REP_15,0.086000,83832,568930,202,740616
CLUSTERS_8_REP_15,0.087000,86554,568930,202,737894
CLUSTERS_8_REP_15,0.088000,88038,568930,202,736410
CLUSTERS_8_REP_15,0.089000,88202,568794,338,736246
CLUSTERS_8_REP_15,0.090000,125642,568794,338,698806
CLUSTERS_8_REP_15,0.091000,128724,568794,338,695724
CLUSTERS_8_REP_15,0.092000,128660,568800,332,695788
CLUSTERS_8_REP_15,0.093000,133134,568812,320,691314
CLUSTERS_8_REP_15,0.094000,134074,568812,320,690374
CLUSTERS_8_REP_15,0.096000,136138,568812,320,688310
CLUSTERS_8_REP_15,0.098000,136162,568722,410,688286
CLUSTERS_8_REP_15,0.099000,152830,568722,410,671618
CLUSTERS_8_REP_15,0.100000,154838,568722,410,669610
CLUSTERS_8_REP_15,0.101000,155174,568722,410,669274
CLUSTERS_8_REP_15,0.103000,157394,568722,410,667054
CLUSTERS_8_REP_15,0.104000,165066,568722,410,659382
CLUSTERS_8_REP_15,0.106000,180712,568704,428,643736
CLUSTERS_8_REP_15,0.107000,190550,568704,428,633898
CLUSTERS_8_REP_15,0.108000,190050,568704,428,634398
CLUSTERS_8_REP_15,0.109000,189888,568704,428,634560
CLUSTERS_8_REP_15,0.111000,190486,568710,422,633962
CLUSTERS_8_REP_15,0.112000,191694,568722,410,632754
CLUSTERS_8_REP_15,0.113000,230746,568722,410,593702
CLUSTERS_8_REP_15,0.114000,229734,568722,410,594714
CLUSTERS_8_REP_15,0.115000,243046,568722,410,581402
CLUSTERS_8_REP_15,0.116000,240938,568212,920,583510
CLUSTERS_8_REP_15,0.117000,240864,568678,454,583584
CLUSTERS_8_REP_15,0.118000,251714,568678,454,572734
CLUSTERS_8_REP_15,0.119000,253922,568484,648,570526
CLUSTERS_8_REP_15,0.120000,259810,568484,648,564638
CLUSTERS_8_REP_15,0.122000,250114,568484,648,574334
CLUSTERS_8_REP_15,0.124000,252994,568484,648,571454
CLUSTERS_8_REP_15,0.126000,265468,568484,648,558980
CLUSTERS_8_REP_15,0.127000,264418,568484,648,560030
CLUSTERS_8_REP_15,0.133000,267438,564300,4832,557010
CLUSTERS_8_REP_15,0.134000,269836,563790,5342,554612
CLUSTERS_8_REP_15,0.139000,261772,563790,5342,562676
CLUSTERS_8_REP_15,0.140000,360136,563790,5342,464312
CLUSTERS_8_REP_15,0.147000,291580,563790,5342,532868
CLUSTERS_8_REP_15,0.156000,293004,559124,10008,531444
CLUSTERS_8_REP_15,0.157000,403924,559124,10008,420524
CLUSTERS_8_REP_15,0.158000,402760,559124,10008,421688
CLUSTERS_8_REP_15,0.159000,401762,554976,14156,422686
CLUSTERS_8_REP_15,0.171000,393746,554976,14156,430702
CLUSTERS_8_REP_15,0.172000,455546,554976,14156,368902
CLUSTERS_8_REP_15,0.178000,454778,554976,14156,369670
CLUSTERS_8_REP_15,0.181000,391124,487408,81724,433324
CLUSTERS_8_REP_15,0.196000,413048,487408,81724,411400
CLUSTERS_8_REP_15,0.213000,461188,290608,278524,363260
CLUSTERS_8_REP_15,0.219000,460644,280112,289020,363804
CLUSTERS_8_REP_15,0.238000,520848,165968,403164,303600
CLUSTERS_8_REP_16,0.000000,0,5182,0,5738
CLUSTERS_8_REP_16,0.017000,2,5182,0,5736
CLUSTERS_8_REP_16,0.018000,6,5182,0,5732
CLUSTERS_8_REP_16,0.020000,8,5180,2,5730
CLUSTERS_8_REP_16,0.021000,12,5180,2,5726
CLUSTERS_8_REP_16,0.022000,14,5180,2,5724
CLUSTERS_8_REP_16,0.023000,22,5178,4,5716
CLUSTERS_8_REP_16,0.024000,24,5178,4,5714
CLUSTERS_8_REP_16,0.025000,38,5178,4,5700
CLUSTERS_8_REP_16,0.026000,44,5178,4,5694
CLUSTERS_8_REP_16,0.027000,54,5174,8,5684
CLUSTERS_8_REP_16,0.028000,58,5174,8,5680
CLUSTERS_8_REP_16,0.029000,70,5170,12,5668
CLUSTERS_8_REP_16,0.030000,62,5170,12,5676
CLUSTERS_8_REP_16,0.031000,74,5168,14,5664
CLUSTERS_8_REP_16,0.032000,88,5168,14,5650
CLUSTERS_8_REP_16,0.033000,98,5168,14,5640
CLUSTERS_8_REP_16,0.034000,112,5162,20,5626
CLUSTERS_8_REP_16,0.035000,140,5160,22,5598
CLUSTERS_8_REP_16,0.036000,176,5152,30,5562
CLUSTERS_8_REP_16,0.037000,196,5152,30,5542
CLUSTERS_8_REP_16,0.038000,214,5152,30,5524
CLUSTERS_8_REP_16,0.039000,248,5132,50,5490
CLUSTERS_8_REP_16,0.040000,280,5144,38,5458
CLUSTERS_8_REP_16,0.041000,282,5142,40,5456
CLUSTERS_8_REP_16,0.042000,362,5096,86,5376
CLUSTERS_8_REP_16,0.043000,482,5096,86,5256
CLUSTERS_8_REP_16,0.044000,504,5096,86,5234
CLUSTERS_8_REP_16,0.045000,476,5096,86,5262
CLUSTERS_8_REP_16,0.046000,498,5026,156,5240
CLUSTERS_8_REP_16,0.047000,628,5056,126,5110
CLUSTERS_8_REP_16,0.048000,624,5072,110,5114
CLUSTERS_8_REP_16,0.049000,1064,5072,110,4674
CLUSTERS_8_REP_16,0.051000,822,5072,110,4916
CLUSTERS_8_REP_16,0.052000,868,5020,162,4870
CLUSTERS_8_REP_16,0.053000,904,5116,66,4834
CLUSTERS_8_REP_16,0.054000,902,5128,54,4836
CLUSTERS_8_REP_16,0.055000,882,5136,46,4856
CLUSTERS_8_REP_16,0.056000,1054,5136,46,4684
CLUSTERS_8_REP_16,0.058000,1096,5136,46,4642
CLUSTERS_8_REP_16,0.059000,1322,5096,86,4416
CLUSTERS_8_REP_16,0.061000,1180,5092,90,4558
CLUSTERS_8_REP_16,0.065000,1280,5092,90,4458
CLUSTERS_8_REP_16,0.068000,1280,5008,174,4458
CLUSTERS_8_REP_16,0.069000,1460,5008,174,4278
CLUSTERS_8_REP_16,0.071000,1626,5008,174,4112
CLUSTERS_8_REP_16,0.075000,1590,5008,174,4148
CLUSTERS_8_REP_16,0.076000,1606,4772,410,4132
CLUSTERS_8_REP_16,0.077000,1650,4978,204,4088
CLUSTERS_8_REP_16,0.080000,1602,5014,168,4136
CLUSTERS_8_REP_16,0.081000,2290,5030,152,3448
CLUSTERS_8_REP_16,0.082000,2298,4878,304,3440
CLUSTERS_8_REP_16,0.084000,2294,4906,276,3444
CLUSTERS_8_REP_16,0.085000,2464,4910,272,3274
CLUSTERS_8_REP_16,0.088000,2466,5008,174,3272
CLUSTERS_8_REP_16,0.089000,2598,5008,174,3140
CLUSTERS_8_REP_16,0.091000,2644,5018,164,3094
CLUSTERS_8_REP_16,0.092000,2644,5042,140,3094
CLUSTERS_8_REP_16,0.099000,4576,5042,140,1162
CLUSTERS_8_REP_16,0.101000,4620,5030,152,1118
CLUSTERS_8_REP_16,0.102000,4644,4990,192,1094
CLUSTERS_8_REP_16,0.107000,4094,4940,242,1644
CLUSTERS_8_REP_16,0.111000,4676,4638,544,1062
CLUSTERS_8_REP_16,0.112000,4672,4760,422,1066
CLUSTERS_8_REP_16,0.114000,4122,4580,602,1616
CLUSTERS_8_REP_16,0.125000,4186,4224,958,1552
CLUSTERS_8_REP_16,0.132000,4250,3844,1338,1488
CLUSTERS_8_REP_16,0.138000,3512,1302,3880,2226
CLUSTERS_8_REP_17,0.000000,0,1837264,0,23307946
CLUSTERS_8_REP_17,0.012000,2,1837264,0,23307944
CLUSTERS_8_REP_17,0.013000,6,1837264,0,23307940
CLUSTERS_8_REP_17,0.014000,14,1837264,0,23307932
CLUSTERS_8_REP_17,0.015000,22,1837264,0,23307924
CLUSTERS_8_REP_17,0.016000,28,1837264,0,23307918
CLUSTERS_8_REP_17,0.017000,58,1837264,0,23307888
CLUSTERS_8_REP_17,0.018000,82,1837264,0,23307864
CLUSTERS_8_REP_17,0.019000,108,1837264,0,23307838
CLUSTERS_8_REP_17,0.020000,148,1837264,0,23307798
CLUSTERS_8_REP_17,0.021000,220,1837264,0,23307726
CLUSTERS_8_REP_17,0.022000,286,1837264,0,23307660
CLUSTERS_8_REP_17,0.023000,350,1837264,0,23307596
CLUSTERS_8_REP_17,0.024000,440,1837264,0,23307506
CLUSTERS_8_REP_17,0.025000,546,1837264,0,23307400
CLUSTERS_8_REP_17,0.026000,678,1837264,0,23307268
CLUSTERS_8_REP_17,0.027000,898,1837264,0,23307048
CLUSTERS_8_REP_17,0.028000,1084,1837258,6,23306862
CLUSTERS_8_REP_17,0.029000,1258,1837250,14,23306688
CLUSTERS_8_REP_17,0.030000,1570,1837250,14,23306376
CLUSTERS_8_REP_17,0.031000,1908,1837246,18,23306038
CLUSTERS_8_REP_17,0.032000,2158,1837246,18,23305788
CLUSTERS_8_REP_17,0.033000,2574,1837246,18,23305372
CLUSTERS_8_REP_17,0.034000,2848,1837254,10,23305098
CLUSTERS_8_REP_17,0.035000,3322,1837246,18,23304624
CLUSTERS_8_REP_17,0.036000,3808,1837252,12,23304138
CLUSTERS_8_REP_17,0.037000,4374,1837252,12,23303572
CLUSTERS_8_REP_17,0.038000,4894,1837252,12,23303052
CLUSTERS_8_REP_17,0.039000,5480,1837244,20,23302466
CLUSTERS_8_REP_17,0.040000,6350,1837240,24,23301596
CLUSTERS_8_REP_17,0.041000,6886,1837242,22,23301060
CLUSTERS_8_REP_17,0.042000,8158,1837226,38,23299788
CLUSTERS_8_REP_17,0.043000,9002,1837226,38,23298944
CLUSTERS_8_REP_17,0.044000,9520,1837226,38,23298426
CLUSTERS_8_REP_17,0.045000,10610,1837204,60,23297336
CLUSTERS_8_REP_17,0.046000,11732,1837234,30,23296214
CLUSTERS_8_REP_17,0.047000,13014,1837234,30,23294932
CLUSTERS_8_REP_17,0.048000,13638,1837214,50,23294308
CLUSTERS_8_REP_17,0.049000,15544,1837216,48,23292402
CLUSTERS_8_REP_17,0.050000,17006,1837216,48,23290940
CLUSTERS_8_REP_17,0.051000,18526,1837170,94,23289420
CLUSTERS_8_REP_17,0.052000,19844,1837170,94,23288102
CLUSTERS_8_REP_17,0.053000,22464,1837202,62,23285482
CLUSTERS_8_REP_17,0.054000,24680,1837202,62,23283266
CLUSTERS_8_REP_17,0.055000,26298,1837202,62,23281648
CLUSTERS_8_REP_17,0.056000,29384,1837202,62,23278562
CLUSTERS_8_REP_17,0.057000,32414,1837202,62,23275532
CLUSTERS_8_REP_17,0.058000,33640,1837142,122,23274306
CLUSTERS_8_REP_17,0.059000,35730,1837152,112,23272216
CLUSTERS_8_REP_17,0.060000,38932,1837152,112,23269014
CLUSTERS_8_REP_17,0.061000,42120,1837152,112,23265826
CLUSTERS_8_REP_17,0.062000,46054,1837148,116,23261892
CLUSTERS_8_REP_17,0.063000,50752,1837148,116,23257194
CLUSTERS_8_REP_17,0.064000,53264,1837096,168,23254682
CLUSTERS_8_REP_17,0.065000,54932,1837164,100,23253014
CLUSTERS_8_REP_17,0.066000,60500,1837168,96,23247446
CLUSTERS_8_REP_17,0.067000,63752,1837072,192,23244194
CLUSTERS_8_REP_17,0.068000,70364,1837078,186,23237582
CLUSTERS_8_REP_17,0.069000,73012,1837078,186,23234934
CLUSTERS_8_REP_17,0.070000,75352,1837078,186,23232594
CLUSTERS_8_REP_17,0.071000,79726,1837072,192,23228220
CLUSTERS_8_REP_17,0.072000,82986,1837112,152,23224960
CLUSTERS_8_REP_17,0.073000,95838,1837090,174,23212108
CLUSTERS_8_REP_17,0.074000,97886,1837086,178,23210060
CLUSTERS_8_REP_17,0.075000,104870,1837090,174,23203076
CLUSTERS_8_REP_17,0.076000,107250,1837086,178,23200696
CLUSTERS_8_REP_17,0.077000,111722,1837090,174,23196224
CLUSTERS_8_REP_17,0.078000,116950,1837090,174,23190996
CLUSTERS_8_REP_17,0.079000,127484,1836996,268,23180462
CLUSTERS_8_REP_17,0.080000,130504,1836996,268,23177442
CLUSTERS_8_REP_17,0.081000,132026,1836996,268,23175920
CLUSTERS_8_REP_17,0.082000,143982,1836996,268,23163964
CLUSTERS_8_REP_17,0.083000,148080,1836988,276,23159866
CLUSTERS_8_REP_17,0.084000,152740,1836988,276,23155206
CLUSTERS_8_REP_17,0.085000,159164,1836988,276,23148782
CLUSTERS_8_REP_17,0.086000,172392,1836988,276,23135554
CLUSTERS_8_REP_17,0.087000,178498,1836988,276,23129448
CLUSTERS_8_REP_17,0.088000,184144,1836988,276,23123802
CLUSTERS_8_REP_17,0.089000,188358,1837002,262,23119588
CLUSTERS_8_REP_17,0.090000,195770,1837002,262,23112176
CLUSTERS_8_REP_17,0.091000,198088,1836988,276,23109858
CLUSTERS_8_REP_17,0.092000,214194,1836988,276,23093752
CLUSTERS_8_REP_17,0.093000,223488,1837096,168,23084458
CLUSTERS_8_REP_17,0.094000,235502,1837070,194,23072444
CLUSTERS_8_REP_17,0.095000,246388,1837082,182,23061558
CLUSTERS_8_REP_17,0.096000,253564,1837032,232,23054382
CLUSTERS_8_REP_17,0.097000,260312,1837084,180,23047634
CLUSTERS_8_REP_17,0.098000,263856,1836968,296,23044090
CLUSTERS_8_REP_17,0.099000,266676,1836968,296,23041270
CLUSTERS_8_REP_17,0.100000,280526,1836968,296,23027420
CLUSTERS_8_REP_17,0.101000,307922,1836888,376,23000024
CLUSTERS_8_REP_17,0.102000,313312,1836888,376,22994634
CLUSTERS_8_REP_17,0.103000,318586,1836840,424,22989360
CLUSTERS_8_REP_17,0.104000,319734,1836840,424,22988212
CLUSTERS_8_REP_17,0.105000,332040,1836840,424,22975906
CLUSTERS_8_REP_17,0.106000,359312,1836840,424,22948634
CLUSTERS_8_REP_17,0.107000,365310,1836930,334,22942636
CLUSTERS_8_REP_17,0.108000,382332,1836930,334,22925614
CLUSTERS_8_REP_17,0.109000,386696,1836930,334,22921250
CLUSTERS_8_REP_17,0.110000,395484,1836948,316,22912462
CLUSTERS_8_REP_17,0.111000,424526,1836994,270,22883420
CLUSTERS_8_REP_17,0.112000,437724,1836828,436,22870222
CLUSTERS_8_REP_17,0.113000,445382,1836828,436,22862564
CLUSTERS_8_REP_17,0.114000,451022,1836920,344,22856924
CLUSTERS_8_REP_17,0.115000,462282,1836920,344,22845664
CLUSTERS_8_REP_17,0.116000,462272,1836920,344,22845674
CLUSTERS_8_REP_17,0.117000,484434,1836920,344,22823512
CLUSTERS_8_REP_17,0.118000,494886,1836920,344,22813060
CLUSTERS_8_REP_17,0.119000,502490,1836896,368,22805456
CLUSTERS_8_REP_17,0.120000,510762,1836896,368,22797184
CLUSTERS_8_REP_17,0.121000,537378,1836920,344,22770568
CLUSTERS_8_REP_17,0.122000,539438,1836920,344,22768508
CLUSTERS_8_REP_17,0.123000,566152,1836744,520,22741794
CLUSTERS_8_REP_17,0.124000,582916,1836736,528,22725030
CLUSTERS_8_REP_17,0.125000,590044,1836772,492,22717902
CLUSTERS_8_REP_17,0.126000,608194,1836772,492,22699752
CLUSTERS_8_REP_17,0.127000,611652,1836772,492,22696294
CLUSTERS_8_REP_17,0.128000,615390,1836772,492,22692556
CLUSTERS_8_REP_17,0.129000,625320,1836682,582,22682626
CLUSTERS_8_REP_17,0.130000,612600,1836682,582,22695346
CLUSTERS_8_REP_17,0.131000,650982,1836084,1180,22656964
CLUSTERS_8_REP_17,0.132000,655404,1836380,884,22652542
CLUSTERS_8_REP_17,0.133000,672378,1836306,958,22635568
CLUSTERS_8_REP_17,0.134000,685688,1836060,1204,22622258
CLUSTERS_8_REP_17,0.135000,689966,1836060,1204,22617980
CLUSTERS_8_REP_17,0.136000,691800,1836060,1204,22616146
CLUSTERS_8_REP_17,0.137000,720094,1836060,1204,22587852
CLUSTERS_8_REP_17,0.138000,722036,1835850,1414,22585910
CLUSTERS_8_REP_17,0.139000,722244,1835850,1414,22585702
CLUSTERS_8_REP_17,0.140000,733206,1835746,1518,22574740
CLUSTERS_8_REP_17,0.141000,740420,1835746,1518,22567526
CLUSTERS_8_REP_17,0.142000,741540,1835746,1518,22566406
CLUSTERS_8_REP_17,0.143000,756212,1835782,1482,22551734
CLUSTERS_8_REP_17,0.144000,766136,1835782,1482,22541810
CLUSTERS_8_REP_17,0.145000,771564,1835782,1482,22536382
CLUSTERS_8_REP_17,0.147000,772788,1835836,1428,22535158
CLUSTERS_8_REP_17,0.148000,778416,1835836,1428,22529530
CLUSTERS_8_REP_17,0.150000,791436,1835908,1356,22516510
CLUSTERS_8_REP_17,0.151000,791184,1835908,1356,22516762
CLUSTERS_8_REP_17,0.152000,811324,1835604,1660,22496622
CLUSTERS_8_REP_17,0.153000,811336,1835136,2128,22496610
CLUSTERS_8_REP_17,0.154000,810040,1835136,2128,22497906
CLUSTERS_8_REP_17,0.155000,821948,1834614,2650,22485998
CLUSTERS_8_REP_17,0.156000,881448,1834614,2650,22426498
CLUSTERS_8_REP_17,0.157000,894316,1834678,2586,22413630
CLUSTERS_8_REP_17,0.158000,896346,1834678,2586,22411600
CLUSTERS_8_REP_17,0.159000,895430,1834678,2586,22412516
CLUSTERS_8_REP_17,0.160000,895642,1834742,2522,22412304
CLUSTERS_8_REP_17,0.161000,921204,1833370,3894,22386742
CLUSTERS_8_REP_17,0.162000,923892,1833826,3438,22384054
CLUSTERS_8_REP_17,0.163000,984342,1833826,3438,22323604
CLUSTERS_8_REP_17,0.164000,992836,1833826,3438,22315110
CLUSTERS_8_REP_17,0.165000,1015438,1833826,3438,22292508
CLUSTERS_8_REP_17,0.166000,1013220,1828036,9228,22294726
CLUSTERS_8_REP_17,0.167000,1012352,1826824,10440,22295594
CLUSTERS_8_REP_17,0.168000,1016512,1826824,10440,22291434
CLUSTERS_8_REP_17,0.169000,1072980,1826824,10440,22234966
CLUSTERS_8_REP_17,0.172000,1072152,1826824,10440,22235794
CLUSTERS_8_REP_17,0.173000,1076946,1826824,10440,22231000
CLUSTERS_8_REP_17,0.174000,1083352,1826824,10440,22224594
CLUSTERS_8_REP_17,0.175000,1083384,1826824,10440,22224562
CLUSTERS_8_REP_17,0.177000,1083678,1826824,10440,22224268
CLUSTERS_8_REP_17,0.179000,1084154,1827692,9572,22223792
CLUSTERS_8_REP_17,0.180000,1083494,1827692,9572,22224452
CLUSTERS_8_REP_17,0.183000,1105048,1822082,15182,22202898
CLUSTERS_8_REP_17,0.185000,1125506,1825642,11622,22182440
CLUSTERS_8_REP_17,0.186000,1205156,1825642,11622,22102790
CLUSTERS_8_REP_17,0.189000,1207644,1826710,10554,22100302
CLUSTERS_8_REP_17,0.190000,1207698,1826710,10554,22100248
CLUSTERS_8_REP_17,0.191000,1204670,1818180,19084,22103276
CLUSTERS_8_REP_17,0.192000,1217498,1812510,24754,22090448
CLUSTERS_8_REP_17,0.193000,1221224,1815912,21352,22086722
CLUSTERS_8_REP_17,0.196000,1324360,1815912,21352,21983586
CLUSTERS_8_REP_17,0.199000,1358998,1815912,21352,21948948
CLUSTERS_8_REP_17,0.200000,1408198,1815912,21352,21899748
CLUSTERS_8_REP_17,0.204000,1469164,1815912,21352,21838782
CLUSTERS_8_REP_17,0.206000,1522760,1815912,21352,21785186
CLUSTERS_8_REP_17,0.208000,1532378,1815912,21352,21775568
CLUSTERS_8_REP_17,0.210000,1538446,1815912,21352,21769500
CLUSTERS_8_REP_17,0.212000,1559400,1815912,21352,21748546
CLUSTERS_8_REP_17,0.213000,1619474,1802682,34582,21688472
CLUSTERS_8_REP_17,0.214000,1650682,1810242,27022,21657264
CLUSTERS_8_REP_17,0.215000,1651264,1810242,27022,21656682
CLUSTERS_8_REP_17,0.216000,1682092,1810242,27022,21625854
CLUSTERS_8_REP_17,0.218000,1685032,1812510,24754,21622914
CLUSTERS_8_REP_17,0.221000,1780656,1812510,24754,21527290
CLUSTERS_8_REP_17,0.222000,1789272,1815912,21352,21518674
CLUSTERS_8_REP_17,0.223000,1766040,1797390,39874,21541906
CLUSTERS_8_REP_17,0.226000,1811374,1797390,39874,21496572
CLUSTERS_8_REP_17,0.228000,1830666,1797390,39874,21477280
CLUSTERS_8_REP_17,0.229000,1831898,1797390,39874,21476048
CLUSTERS_8_REP_17,0.230000,1835624,1797390,39874,21472322
CLUSTERS_8_REP_17,0.231000,1830836,1797390,39874,21477110
CLUSTERS_8_REP_17,0.233000,1896818,1797390,39874,21411128
CLUSTERS_8_REP_17,0.235000,1897682,1797390,39874,21410264
CLUSTERS_8_REP_17,0.245000,1856982,1797390,39874,21450964
CLUSTERS_8_REP_17,0.246000,1872318,1797390,39874,21435628
CLUSTERS_8_REP_17,0.251000,1947416,1797390,39874,21360530
CLUSTERS_8_REP_17,0.252000,1942938,1797390,39874,21365008
CLUSTERS_8_REP_17,0.253000,1945028,1797390,39874,21362918
CLUSTERS_8_REP_17,0.257000,1944108,1797390,39874,21363838
CLUSTERS_8_REP_17,0.262000,1950042,1797390,39874,21357904
CLUSTERS_8_REP_17,0.263000,2010396,1797390,39874,21297550
CLUSTERS_8_REP_17,0.264000,2200476,1797390,39874,21107470
CLUSTERS_8_REP_17,0.271000,2196804,1797390,39874,21111142
CLUSTERS_8_REP_17,0.277000,2230600,1707426,129838,21077346
CLUSTERS_8_REP_17,0.278000,2272208,1654128,183136,21035738
CLUSTERS_8_REP_17,0.279000,2278742,1654128,183136,21029204
CLUSTERS_8_REP_17,0.291000,2252376,1654128,183136,21055570
CLUSTERS_8_REP_17,0.293000,2281214,1607256,230008,21026732
CLUSTERS_8_REP_17,0.294000,2402474,1607256,230008,20905472
CLUSTERS_8_REP_17,0.301000,2403542,1606122,231142,20904404
CLUSTERS_8_REP_17,0.302000,2413934,1606122,231142,20894012
CLUSTERS_8_REP_17,0.304000,2458686,1663200,174064,20849260
CLUSTERS_8_REP_17,0.305000,2549234,1696086,141178,20758712
CLUSTERS_8_REP_17,0.306000,2562482,1696086,141178,20745464
CLUSTERS_8_REP_17,0.308000,2566072,1696086,141178,20741874
CLUSTERS_8_REP_17,0.309000,2594872,1696086,141178,20713074
CLUSTERS_8_REP_17,0.311000,2596292,1696086,141178,20711654
CLUSTERS_8_REP_17,0.314000,2912666,1634094,203170,20395280
CLUSTERS_8_REP_17,0.322000,3085124,1587222,250042,20222822
CLUSTERS_8_REP_17,0.327000,3086156,1587222,250042,20221790
CLUSTERS_8_REP_17,0.329000,3116140,1605366,231898,20191806
CLUSTERS_8_REP_17,0.339000,3116518,1605366,231898,20191428
CLUSTERS_8_REP_17,0.372000,3277848,1605366,231898,20030098
CLUSTERS_8_REP_17,0.374000,3292200,1605366,231898,20015746
CLUSTERS_8_REP_17,0.406000,3439576,1662444,174820,19868370
CLUSTERS_8_REP_17,0.412000,3519816,1662444,174820,19788130
CLUSTERS_8_REP_17,0.414000,3591680,1682100,155164,19716266
CLUSTERS_8_REP_17,0.416000,3622200,1689660,147604,19685746
CLUSTERS_8_REP_17,0.417000,3790632,1689660,147604,19517314
CLUSTERS_8_REP_17,0.419000,3800100,1691928,145336,19507846
CLUSTERS_8_REP_17,0.423000,3814572,1695330,141934,19493374
CLUSTERS_8_REP_17,0.433000,4218592,1695330,141934,19089354
CLUSTERS_8_REP_17,0.466000,4433192,1695330,141934,18874754
CLUSTERS_8_REP_17,0.489000,5319704,1695330,141934,17988242
CLUSTERS_8_REP_17,0.508000,6007912,1361178,476086,17300034
CLUSTERS_8_REP_17,0.509000,6023140,1307880,529384,17284806
CLUSTERS_8_REP_17,0.515000,5949074,1307880,529384,17358872
CLUSTERS_8_REP_17,0.523000,6031404,1261008,576256,17276542
CLUSTERS_8_REP_17,0.531000,6032304,1259874,577390,17275642
CLUSTERS_8_REP_17,0.549000,6032924,1259118,578146,17275022
CLUSTERS_8_REP_17,0.579000,8014988,1259118,578146,15292958
CLUSTERS_8_REP_17,0.661000,7923980,1259118,578146,15383966
CLUSTERS_8_REP_17,0.841000,13348256,1259118,578146,9959690
CLUSTERS_8_REP_17,0.925000,13646840,535626,1301638,9661106
CLUSTERS_8_REP_18,0.000000,0,86138,0,457768
CLUSTERS_8_REP_18,0.009000,2,86138,0,457766
CLUSTERS_8_REP_18,0.010000,6,86138,0,457762
CLUSTERS_8_REP_18,0.011000,14,86138,0,457754
CLUSTERS_8_REP_18,0.012000,20,86138,0,457748
CLUSTERS_8_REP_18,0.013000,30,86138,0,457738
CLUSTERS_8_REP_18,0.014000,40,86138,0,457728
CLUSTERS_8_REP_18,0.015000,58,86138,0,457710
CLUSTERS_8_REP_18,0.016000,94,86138,0,457674
CLUSTERS_8_REP_18,0.017000,110,86138,0,457658
CLUSTERS_8_REP_18,0.018000,124,86138,0,457644
